0.00, -22.00,
0.00, -22.00,
0.00, -22.00,
0.00, -22.00,
0.00, -22.00,
0.00, -22.00,
0.00, -22.00,
0.00, -22.00,
0.00, -22.00,
0.00, -22.00,
0.00, -28.00,
0.00, -16.00,
0.00, -16.00,
0.00, -16.00,
1.00, -4.00,
1.00, -4.00,
1.00, -4.00,
1.00, -4.00,
1.00, -4.00,
0.10, -13.80,
0.00, -24.50,
0.00, -24.50,
0.00, -16.00,
0.00, -16.00,
0.00, -16.00,
0.00, -16.00,
0.00, -16.00,
0.00, -16.00,
0.00, -16.00,
0.00, -16.00,
0.00, -24.50,
0.00, -16.00,
0.00, -17.50,
0.00, -24.50,
0.00, -17.00,
0.00, -18.00,
0.00, -16.00,
0.00, -16.00,
0.00, -16.00,
0.00, -16.00,
0.00, -16.00,
0.00, -16.00,
0.00, -24.50,
0.00, -16.00,
0.00, -16.00,
0.00, -16.00,
0.00, -16.00,
0.00, -16.00,
0.00, -7.00,
0.00, 4.45,
0.00, 2.50,
0.00, -24.50,
0.00, -24.50,
0.00, -24.50,
0.00, -9.00,
0.00, -9.00,
0.00, -9.00,
0.00, -8.00,
0.00, -6.00,
0.00, -8.00,
0.00, -9.00,
0.00, -11.50,
0.10, -5.50,
0.00, -4.00,
0.00, 2.00,
0.00, -8.50,
0.00, -5.50,
0.00, -5.50,
0.00, -5.50,
0.00, -5.50,
0.00, -5.50,
0.00, -5.50,
0.00, -5.50,
0.00, -5.50,
0.00, 19.00,
0.00, 19.00,
0.00, -17.00,
0.00, -17.00,
0.00, -18.50,
0.00, -7.00,
0.00, -16.00,
0.00, -16.00,
0.00, -16.00,
0.10, -13.70,
0.00, -5.50,
0.00, -5.50,
0.00, 0.50,
0.00, -16.00,
0.00, -19.00,
0.00, -22.00,
0.00, -22.00,
0.00, -22.00,
0.10, -13.70,
0.00, -16.00,
0.00, -16.00,
0.00, -22.00,
0.00, -22.00,
0.00, -22.00,
0.00, -16.00,
0.00, -16.00,
0.00, -16.00,
0.00, -16.00,
0.00, -16.00,
0.00, -16.00,
0.00, -16.00,
0.00, -16.00,
0.00, -16.00,
0.00, -16.00,
0.10, -13.70,
0.00, -5.50,
0.00, -16.00,
0.00, -16.00,
0.00, -16.00,
0.00, -16.00,
0.00, -5.50,
0.00, -5.50,
0.00, -17.50,
0.00, -22.00,
0.00, -22.00,
0.00, -22.00,
0.00, -22.00,
0.00, -22.00,
0.00, -22.00,
0.00, -22.00,
0.00, -22.00,
0.00, -22.00,
0.00, -22.00,
0.00, -22.00,
0.00, -22.00,
0.00, -22.00,
0.00, -22.00,
0.00, -22.00,
0.00, -22.00,
0.00, -22.00,
0.00, -22.00,
0.00, -22.00,
0.00, -22.00,
0.00, -22.00,
0.00, -22.00,
0.00, -22.00,
0.00, -22.00,
0.00, -22.00,
0.00, -22.00,
0.00, -22.00,
0.00, -22.00,
0.00, -22.00,
0.00, -22.00,
0.00, -22.00,
0.00, -22.00,
0.00, -22.00,
0.00, -22.00,
0.00, -22.00,
0.00, -22.00,
0.00, -22.00,
0.00, -19.50,
0.00, -19.50,
0.00, -19.50,
0.00, -19.00,
0.00, -19.00,
0.00, -19.00,
0.00, -19.00,
0.00, -19.50,
0.00, -19.50,
0.00, -20.00,
0.00, -22.00,
0.00, -22.00,
0.00, -22.00,
0.00, -22.00,
0.00, -22.00,
0.00, -22.00,
0.00, -22.00,
0.00, -22.00,
0.00, -22.00,
0.00, -22.00,
0.00, -22.00,
0.00, -22.00,
0.00, -22.00,
0.00, -22.00,
0.00, -22.00,
0.00, -22.00,
0.00, -22.00,
0.00, -22.00,
0.00, -22.00,
0.00, -22.00,
0.00, -22.00,
0.00, -22.00,
0.00, -22.00,
0.00, -22.00,
0.00, -22.00,
0.00, -22.00,
0.00, -22.00,
0.00, -22.00,
0.00, -22.00,
0.00, -22.00,
0.00, -22.00,
0.00, -22.00,
0.00, -22.00,
0.00, -22.00,
0.00, -22.00,
0.00, -22.00,
0.00, -22.00,
0.00, -22.00,
0.00, -22.00,
0.00, -22.00,
0.00, -22.00,
0.00, -22.00,
0.00, -22.00,
0.00, -22.00,
0.00, -22.00,
0.00, -22.00,
0.00, -22.00,
0.00, -22.00,
0.00, -16.00,
0.00, -16.00,
0.00, -16.00,
0.00, -16.00,
0.00, -16.00,
0.00, -16.00,
0.00, -16.00,
0.00, -16.00,
0.00, -16.00,
0.00, -16.00,
0.00, -16.00,
0.00, -16.00,
0.00, -16.00,
0.00, -16.00,
0.00, -16.00,
0.00, -16.00,
0.00, -16.00,
0.00, -16.00,
0.00, -16.00,
0.00, -16.00,
0.00, -16.00,
0.00, -16.00,
0.00, -16.00,
0.00, -16.00,
0.00, -3.50,
0.00, 0.25,
0.00, -16.00,
0.00, -5.10,
1.00, 30.00,
0.00, -11.00,
1.00, 27.00,
0.00, 2.50,
0.00, 2.50,
0.00, 2.50,
1.00, 30.90,
0.00, -12.50,
0.00, 4.00,
0.00, -12.50,
0.00, -2.00,
0.00, 2.50,
0.00, -16.00,
0.40, 2.50,
0.00, -11.00,
1.00, 9.50,
0.00, -16.00,
0.10, 2.85,
1.00, 31.00,
0.00, -1.40,
0.20, 5.90,
0.00, -0.50,
0.40, 10.10,
0.60, 17.40,
0.00, -12.50,
1.00, 50.00,
0.00, -12.50,
0.00, -12.50,
0.00, -12.50,
0.00, -12.50,
0.00, 4.00,
0.00, -14.00,
0.00, -9.80,
0.00, -8.00,
0.00, -11.00,
0.10, -13.60,
0.00, -5.50,
0.10, -13.60,
0.00, -4.00,
1.00, 22.50,
0.50, 24.00,
1.00, 32.75,
0.40, -3.30,
1.00, 33.50,
1.00, 7.90,
1.00, 9.50,
0.00, 17.25,
0.20, 6.50,
0.10, -13.60,
0.00, -4.00,
0.10, -13.60,
0.10, -13.60,
0.10, -13.60,
