-1.600000000000000000e+01,-1.600000000000000000e+01,-1.600000000000000000e+01,-1.600000000000000000e+01,-1.600000000000000000e+01,-1.600000000000000000e+01,8.000000000000000000e+00,-1.600000000000000000e+01,-1.600000000000000000e+01,-1.600000000000000000e+01
-4.000000000000000000e+00,-4.000000000000000000e+00,-4.000000000000000000e+00,-4.000000000000000000e+00,-4.000000000000000000e+00,-4.000000000000000000e+00,-4.000000000000000000e+00,-4.000000000000000000e+00,-4.000000000000000000e+00,-4.000000000000000000e+00
2.250000000000000000e+01,2.250000000000000000e+01,2.250000000000000000e+01,2.250000000000000000e+01,2.250000000000000000e+01,2.250000000000000000e+01,2.250000000000000000e+01,2.250000000000000000e+01,2.250000000000000000e+01,2.250000000000000000e+01
3.300000000000000000e+01,1.500000000000000000e+01,1.500000000000000000e+01,3.300000000000000000e+01,3.300000000000000000e+01,3.300000000000000000e+01,3.300000000000000000e+01,1.500000000000000000e+01,1.500000000000000000e+01,1.500000000000000000e+01
3.250000000000000000e+01,3.300000000000000000e+01,3.300000000000000000e+01,3.250000000000000000e+01,3.300000000000000000e+01,3.300000000000000000e+01,3.250000000000000000e+01,3.300000000000000000e+01,3.250000000000000000e+01,3.250000000000000000e+01
9.000000000000000000e+00,9.000000000000000000e+00,9.000000000000000000e+00,-1.150000000000000000e+01,-1.150000000000000000e+01,-1.150000000000000000e+01,-1.150000000000000000e+01,-1.150000000000000000e+01,-1.150000000000000000e+01,9.000000000000000000e+00
3.350000000000000000e+01,3.350000000000000000e+01,3.350000000000000000e+01,3.350000000000000000e+01,3.350000000000000000e+01,3.350000000000000000e+01,3.350000000000000000e+01,3.350000000000000000e+01,3.350000000000000000e+01,3.350000000000000000e+01
8.000000000000000000e+00,8.000000000000000000e+00,8.000000000000000000e+00,8.000000000000000000e+00,8.000000000000000000e+00,7.500000000000000000e+00,8.000000000000000000e+00,7.500000000000000000e+00,8.000000000000000000e+00,8.000000000000000000e+00
9.500000000000000000e+00,9.500000000000000000e+00,9.500000000000000000e+00,9.500000000000000000e+00,9.500000000000000000e+00,9.500000000000000000e+00,9.500000000000000000e+00,9.500000000000000000e+00,9.500000000000000000e+00,9.500000000000000000e+00
1.650000000000000000e+01,1.650000000000000000e+01,1.650000000000000000e+01,1.650000000000000000e+01,1.650000000000000000e+01,1.650000000000000000e+01,1.650000000000000000e+01,1.650000000000000000e+01,2.400000000000000000e+01,1.650000000000000000e+01
